Subject,Subject.readInstructions,Subject.gender,Subject.age,Subject.ethnicity,Subject.education,Subject.nativelang,Subject.languages,Subject.location,Condition,Word,Status,Lure,LureTalker,Task,Judgment,JudgmentCorrect,Talker,Attribution,AttributionCorrect,AttributionLureTalker,TrialCorrect
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,government,old,False,NA,Math,old,True,conner,Unknown,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,gun,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,handle,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,hard,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,hatred,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,hill,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,homicide,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,honey,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,hot,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,ire,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,jail,new,True,deshaun,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,kill,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,kind,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,law,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,lie,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,life,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,lion,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,mad,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,military,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,mountain,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,mug,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,needle,new,True,conner,NA,old,False,NA,conner,False,True,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,nurse,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,officer,old,False,NA,Math,old,True,conner,Unknown,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,patient,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,peak,old,False,NA,Recall,old,True,deshaun,Unknown,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,pear,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,pistol,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,police,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,prick,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,prison,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,punishment,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,punk,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,recliner,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,rights,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,rob,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,robber,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,rubbish,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,school,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,sewage,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,sit,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,slay,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,sleep,new,True,conner,NA,old,False,NA,conner,False,True,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,slumber,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,smother,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,snooze,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,soft,new,True,conner,NA,old,False,NA,conner,False,True,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,sports,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,stool,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,sweet,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,thief,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,thorn,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,thread,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,thug,new,True,deshaun,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,tiger,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,trigger,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,trouble,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,trust,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,truth,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,untrustworthy,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,violence,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,weather,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_1ISkU3ReMxkL6hD,Yes,Female,56,White,graduated college,English,Engish,Lakewood  CO,3,white,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,africa,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,anger,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,apple,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,athlete,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,bait,old,False,NA,Math,old,True,deshaun,Unknown,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,basketball,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,bed,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,black,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,chair,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,cherry,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,cold,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,color,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,compete,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,criminal,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,cup,new,True,deshaun,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,death,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,dentist,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,doctor,new,True,conner,NA,old,False,NA,deshaun,False,False,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,feather,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,feline,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,fib,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,fight,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,frigid,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,fruit,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,fudge,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,fur,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,gang,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,garbage,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,goat,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,goblet,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,government,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,gun,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,handle,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,hard,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,hatred,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,hill,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,homicide,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,honey,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,hot,old,False,NA,Math,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,ire,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,jail,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,kill,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,kind,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,law,new,True,conner,NA,old,False,NA,deshaun,False,False,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,lie,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,life,old,False,NA,Math,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,lion,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,mad,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,military,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,mountain,new,True,deshaun,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,mug,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,needle,new,True,conner,NA,old,False,NA,deshaun,False,False,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,nurse,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,officer,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,patient,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,peak,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,pear,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,pistol,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,police,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,prick,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,prison,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,punishment,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,punk,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,recliner,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,rights,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,rob,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,robber,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,rubbish,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,school,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,sewage,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,sit,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,slay,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,sleep,new,True,conner,NA,old,False,NA,deshaun,False,False,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,slumber,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,smother,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,snooze,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,soft,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,sports,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,stool,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,sweet,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,thief,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,thorn,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,thread,old,False,NA,Math,old,True,conner,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,thug,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,tiger,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,trigger,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,trouble,new,True,conner,NA,old,False,NA,deshaun,False,False,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,trust,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,truth,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,untrustworthy,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,violence,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,weather,old,False,NA,Math,old,True,deshaun,conner,False,NA,False
R_d76Vf1ZTWt2Xv0Z,Yes,Female,56,White,some college,English,English,Henderson  Kentucky,3,white,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,africa,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,anger,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,apple,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,athlete,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,bait,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,basketball,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,bed,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,black,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_2TWOEyDXByE3EQ6,Yes,Male,28,White,graduated college,english ,english,Galloway  NJ,3,chair,new,False,NA,NA,old,False,NA,conner,False,NA,False
