Subject,Subject.readInstructions,Subject.gender,Subject.age,Subject.ethnicity,Subject.education,Subject.nativelang,Subject.languages,Subject.location,Condition,Word,Status,Lure,LureTalker,Task,Judgment,JudgmentCorrect,Talker,Attribution,AttributionCorrect,AttributionLureTalker,TrialCorrect
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,trigger,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,trouble,new,True,conner,NA,old,False,NA,Unknown,NA,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,trust,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,truth,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,untrustworthy,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,violence,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,weather,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1k2mpps0pNNsZdv,Yes,Male,34,White,some college,English,English,Buffalo  NY,2,white,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,africa,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,anger,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,apple,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,athlete,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,bait,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,basketball,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,bed,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,black,new,True,deshaun,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,chair,new,True,deshaun,NA,old,False,NA,conner,False,False,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,cherry,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,cold,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,color,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,compete,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,criminal,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,cup,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,death,old,False,NA,Math,old,True,deshaun,Unknown,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,dentist,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,doctor,new,True,conner,NA,old,False,NA,conner,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,feather,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,feline,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,fib,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,fight,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,frigid,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,fruit,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,fudge,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,fur,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,gang,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,garbage,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,goat,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,goblet,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,government,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,gun,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,handle,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,hard,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,hatred,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,hill,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,homicide,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,honey,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,hot,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,ire,old,False,NA,Recall,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,jail,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,kill,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,kind,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,law,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,lie,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,life,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,lion,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,mad,old,False,NA,Recall,old,True,deshaun,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,military,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,mountain,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,mug,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,needle,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,nurse,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,officer,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,patient,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,peak,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,pear,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,pistol,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,police,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,prick,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,prison,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,punishment,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,punk,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,recliner,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,rights,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,rob,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,robber,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,rubbish,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,school,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,sewage,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,sit,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,slay,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,sleep,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,slumber,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,smother,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,snooze,old,False,NA,Math,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,soft,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,sports,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,stool,old,False,NA,Math,old,True,deshaun,conner,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,sweet,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,thief,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,thorn,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,thread,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,thug,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,tiger,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,trigger,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,trouble,new,True,conner,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,trust,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,truth,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,untrustworthy,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,violence,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,weather,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_1Q0AQX7OLCGCJ4H,Yes,Female,39,White,graduated high school,english,english,Orange Park FL,2,white,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,africa,old,False,NA,Math,new,False,deshaun,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,anger,new,True,deshaun,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,apple,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,athlete,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,bait,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,basketball,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,bed,old,False,NA,Recall,old,True,conner,deshaun,False,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,black,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,chair,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,cherry,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,cold,new,False,NA,NA,old,False,NA,conner,False,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,color,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,compete,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,criminal,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,cup,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,death,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,dentist,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,doctor,new,True,conner,NA,old,False,NA,conner,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,feather,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,feline,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,fib,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,fight,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,frigid,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,fruit,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,fudge,old,False,NA,Recall,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,fur,old,False,NA,Recall,old,True,conner,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,gang,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,garbage,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,goat,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,goblet,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,government,old,False,NA,Recall,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,gun,new,True,deshaun,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,handle,new,False,NA,NA,old,False,NA,deshaun,False,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,hard,old,False,NA,Recall,old,True,conner,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,hatred,old,False,NA,Math,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,hill,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,homicide,old,False,NA,Recall,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,honey,old,False,NA,Recall,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,hot,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,ire,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,jail,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,kill,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,kind,old,False,NA,Recall,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,law,new,True,conner,NA,old,False,NA,conner,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,lie,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,life,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,lion,new,True,deshaun,NA,old,False,NA,deshaun,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,mad,old,False,NA,Math,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,military,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,mountain,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,mug,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,needle,new,True,conner,NA,old,False,NA,conner,False,True,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,nurse,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,officer,old,False,NA,Recall,old,True,conner,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,patient,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,peak,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,pear,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,pistol,old,False,NA,Math,old,True,deshaun,deshaun,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,police,old,False,NA,Math,old,True,conner,conner,True,NA,True
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,prick,old,False,NA,Math,old,True,conner,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,prison,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,punishment,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,punk,new,False,NA,NA,new,True,NA,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,recliner,old,False,NA,Recall,old,True,deshaun,Unknown,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,rights,old,False,NA,Recall,new,False,conner,NA,NA,NA,False
R_2atctIbaSkHoFKA,Yes,Female,28,White,graduated high school,English,English,Pittsburgh  PA,2,rob,new,False,NA,NA,old,False,NA,Unknown,NA,NA,False
